"Отметка времени","Чи знаєте Ви про інсування здорових снеків/батончиків?","Як Ви їх сприймаєте?","Які з перелічених брендів Ви купуєте?","Ви вважаєте ціну на здорові снеки зависокою?","Де Ви найчастіше купуєте снеки?","Чи слідкуєте Ви за своїм харчуванням?","Чи займаєтесь Ви спортом?","Чи вистачає Вам часу для повноцінного харчування?","Ваша стать","Ваш вік ","У якому населеному пункті Ви проживаєте?","Ваш місячний рівень доходу"
"2019/10/31 4:13:07 PM GMT+2","Так","Як перекус","Жодний з перелічених","Так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","36-45 рік","Київ","20-30 тис.грн"
"2019/10/31 4:17:02 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Granola Energy;Tekmar","Скоріше так","Кіоск","Так","Ні","Так","Жіноча","36-45 рік","Київ","10-20 тис.грн."
"2019/10/31 4:17:04 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar;Fitto","Скоріше ні","Аптеки","Так","Так","Так","Чоловіча","14-21 рік","Киев","7-10 тис.грн."
"2019/10/31 4:23:09 PM GMT+2","Так","Як джерело корисних елементів","Батончики Гранола","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","46-55 рік","київ","10-20 тис.грн."
"2019/10/31 4:25:39 PM GMT+2","Ні","","","","","","","","Жіноча","46-55 рік","Brugge","4-6 тис.грн."
"2019/10/31 4:25:47 PM GMT+2","Ні","","","","","","","","Жіноча","46-55 рік","Brugge","4-6 тис.грн."
"2019/10/31 4:28:42 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Так","Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","36-45 рік","Киев","<4 тис.грн."
"2019/10/31 4:35:35 PM GMT+2","Так","","Жодний з перелічених","Так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","46-55 рік","КИЇВ","4-6 тис.грн."
"2019/10/31 4:49:42 PM GMT+2","Так","Як перекус","Granola Energy;EatMe","Так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Киев ","4-6 тис.грн."
"2019/10/31 4:53:08 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Так","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 4:56:27 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Мінімаркет (Фора, АТБ);Кіоск","Так","Так","Так","Жіноча","22-35 рік","","7-10 тис.грн."
"2019/10/31 4:58:28 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Так","Так","Жіноча","22-35 рік","Ірпінь","10-20 тис.грн."
"2019/10/31 5:11:39 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Чоловіча","46-55 рік","Київ",">30 тис.грн."
"2019/10/31 5:12:48 PM GMT+2","Так","Як перекус","Fitness;Cini Minis;Bakalland BA!","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","55+","Киев","<4 тис.грн."
"2019/10/31 5:25:56 PM GMT+2","Так","Я не вважаю їх «здоровими»","Жодний з перелічених","Не знаю","Мінімаркет (Фора, АТБ);Зазвичай не купую","Так","Так","Ні","Чоловіча","46-55 рік","Київ",">30 тис.грн."
"2019/10/31 5:29:39 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Киев","4-6 тис.грн."
"2019/10/31 5:29:51 PM GMT+2","Так","Як перекус","Bakalland BA!","Так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","","10-20 тис.грн."
"2019/10/31 5:33:30 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 5:35:16 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;Granola Energy;Tekmar;Bakalland BA!","Не знаю","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 5:38:21 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Tekmar;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Жіноча","46-55 рік","Київ","<4 тис.грн."
"2019/10/31 5:55:09 PM GMT+2","Ні","","","","","","","","Чоловіча","46-55 рік","Київ","20-30 тис.грн"
"2019/10/31 6:01:59 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Tekmar;Bakalland BA!;EatMe;Fitto","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","36-45 рік","Київ",""
"2019/10/31 6:09:49 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Києв","10-20 тис.грн."
"2019/10/31 6:14:13 PM GMT+2","Так","Як джерело корисних елементів","Fitness;Bakalland BA!","Ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Так","Так","Жіноча","36-45 рік","Місто",""
"2019/10/31 6:19:41 PM GMT+2","Так","Як перекус","Жодний з перелічених","Так","не купую","Так","Ні","Так","Чоловіча","46-55 рік","Київ","20-30 тис.грн"
"2019/10/31 6:35:41 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА","Скоріше так","Кіоск","Так","Ні","Так","Жіноча","22-35 рік","Київ","7-10 тис.грн."
"2019/10/31 6:41:39 PM GMT+2","Так","Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Bakalland BA!;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Чоловіча","14-21 рік","Киев","10-20 тис.грн."
"2019/10/31 6:42:01 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;Tekmar;Fitto","Не знаю","Гіпермаркет (Ашан, Метро, Фоззі)","Ні","Ні","Ні","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 6:42:53 PM GMT+2","Так","Як перекус","Tekmar;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Так","Ні","Чоловіча","14-21 рік","Днепр","10-20 тис.грн."
"2019/10/31 6:59:08 PM GMT+2","Так","Як перекус","Жодний з перелічених","Скоріше так","Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","36-45 рік","С.Колонщина","<4 тис.грн."
"2019/10/31 7:05:50 PM GMT+2","Ні","","","","","","","","Жіноча","14-21 рік","смт. Коцюбинське","<4 тис.грн."
"2019/10/31 7:06:16 PM GMT+2","Так","Як джерело корисних елементів","Fitness;Granola Energy;Fitto","Ні","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Так","Так","Чоловіча","46-55 рік","Київ","10-20 тис.грн."
"2019/10/31 7:08:14 PM GMT+2","Так","Як перекус","Granola Energy","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Спеціалізовані магазини (Еко-лавка);Заправки;Кав`ярні","Так","Ні","Ні","Жіноча","14-21 рік","Київ","4-6 тис.грн."
"2019/10/31 7:10:23 PM GMT+2","Ні","","","","","","","","Чоловіча","22-35 рік","Київ",">30 тис.грн."
"2019/10/31 7:10:58 PM GMT+2","Так","Як перекус","Granola Energy","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Так","Чоловіча","46-55 рік","Киев","10-20 тис.грн."
"2019/10/31 7:12:32 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 7:15:01 PM GMT+2","Так","Як джерело корисних елементів","Lantmännen АХА","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Чоловіча","46-55 рік","Київ","7-10 тис.грн."
"2019/10/31 7:15:47 PM GMT+2","Так","","Tekmar;EatMe;Fitto","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","",""
"2019/10/31 7:18:18 PM GMT+2","Ні","","","","","","","","Чоловіча","55+","Київ",">30 тис.грн."
"2019/10/31 7:18:31 PM GMT+2","Так","Як джерело корисних елементів","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Чоловіча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 7:27:27 PM GMT+2","Ні","","","","","","","","Жіноча","55+","Київ","7-10 тис.грн."
"2019/10/31 7:32:29 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","","4-6 тис.грн."
"2019/10/31 7:56:09 PM GMT+2","Так","Як джерело корисних елементів","Fitness;Tekmar;EatMe","Так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","Село","4-6 тис.грн."
"2019/10/31 8:35:26 PM GMT+2","Так","Як перекус","Fitness","Так","Заправки","Так","Так","Ні","Жіноча","55+","Киів","10-20 тис.грн."
"2019/10/31 8:43:45 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 9:16:19 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Ні","Ні","Жіноча","22-35 рік","Киев ","10-20 тис.грн."
"2019/10/31 9:28:14 PM GMT+2","Так","Як перекус","Fitness;Tekmar;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Спеціалізовані магазини (Еко-лавка);Кав`ярні","Так","Так","Ні","Жіноча","36-45 рік","Кіїв",">30 тис.грн."
"2019/10/31 9:41:39 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше ні","Мінімаркет (Фора, АТБ)","Ні","Так","Так","Жіноча","36-45 рік","Киев","<4 тис.грн."
"2019/10/31 10:25:10 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 10:25:32 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 10:34:31 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;Tekmar","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","14-21 рік","Киев, позняки ","4-6 тис.грн."
"2019/10/31 11:46:35 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","36-45 рік","Киев ","10-20 тис.грн."
"2019/10/31 11:48:05 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","36-45 рік","Киев","4-6 тис.грн."
"2019/10/31 11:51:53 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Ні","Так","Жіноча","22-35 рік","Киев",">30 тис.грн."
"2019/10/31 11:52:10 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Tekmar;EatMe;Fitto","Так","Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","36-45 рік","Киев","<4 тис.грн."
"2019/11/01 12:09:44 AM GMT+2","Так","Як джерело корисних елементів","Fitness;Cini Minis;Tekmar","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Ні","Так","Жіноча","46-55 рік","Киев","4-6 тис.грн."
"2019/11/01 12:14:01 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Tekmar;EatMe;Fitto","Ні","Спеціалізовані магазини (Еко-лавка);Кав`ярні","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/11/01 12:25:04 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Місто","10-20 тис.грн."
"2019/11/01 1:43:11 AM GMT+2","Так","Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Lantmännen АХА;EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","14-21 рік","Лондон","7-10 тис.грн."
"2019/11/01 8:00:01 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","Не купую","Так","Так","Ні","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/11/01 8:02:55 AM GMT+2","Так","Як перекус","Fitness","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","36-45 рік","Киів","10-20 тис.грн."
"2019/11/01 8:22:06 AM GMT+2","Так","Як перекус","Lantmännen АХА;Tekmar;EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","55+","Київ ","7-10 тис.грн."
"2019/11/01 9:08:50 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Мінімаркет (Фора, АТБ)","Так","Ні","Ні","Жіноча","46-55 рік","Київ","7-10 тис.грн."
"2019/11/01 9:36:50 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","36-45 рік","Kyiv","10-20 тис.грн."
"2019/11/01 9:48:45 AM GMT+2","Так","Як перекус","Fitness","Так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","36-45 рік","Киев ","7-10 тис.грн."
"2019/11/01 9:55:27 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Не знаю","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","36-45 рік","Київ","10-20 тис.грн."
"2019/11/01 10:54:26 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Батончики Гранола","Так","Супермаркет (Сільпо, Білла, Варус)","Ні","Так","Ні","Жіноча","46-55 рік","Київ",">30 тис.грн."
"2019/11/01 11:16:39 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe","Так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/11/01 11:33:05 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ);Заправки;Кав`ярні","Так","Ні","Так","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/11/01 12:38:47 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Так","Так","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/11/01 12:52:11 PM GMT+2","Так","","Жодний з перелічених","Не знаю","","Так","Так","Ні","Жіноча","46-55 рік","Киев","10-20 тис.грн."
"2019/11/01 1:55:54 PM GMT+2","Так","Як перекус","Батончики Гранола","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Спеціалізовані магазини (Еко-лавка)","Так","Так","Так","Жіноча","22-35 рік","",""
"2019/11/01 3:39:24 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","","Так","Так","Так","Жіноча","46-55 рік","Киів",">30 тис.грн."
"2019/11/01 3:39:39 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","","Так","Так","Так","Жіноча","46-55 рік","Киів",">30 тис.грн."
"2019/11/01 3:52:25 PM GMT+2","Так","Як перекус","Fitness;Bakalland BA!","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/11/01 4:01:32 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше ні","Виробники","Так","Ні","Ні","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/11/01 4:27:02 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe","Ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","Київ","7-10 тис.грн."
"2019/11/01 4:56:38 PM GMT+2","Так","Як перекус","Жодний з перелічених","Не знаю","Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","",""
"2019/11/01 5:05:01 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","36-45 рік","Київ","4-6 тис.грн."
"2019/11/01 8:19:36 PM GMT+2","Так","Як джерело корисних елементів","Fitness;Cini Minis;Tekmar;Bakalland BA!","Скоріше так","Мінімаркет (Фора, АТБ);Кав`ярні","Так","Так","Ні","Чоловіча","22-35 рік","Киев","7-10 тис.грн."
"2019/11/01 8:26:30 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Cini Minis;Granola Energy;Bakalland BA!","Скоріше ні","Аптека Доброго дня","Так","Так","Ні","Жіноча","22-35 рік","Киiв","10-20 тис.грн."
"2019/11/01 8:54:38 PM GMT+2","Так","Як перекус","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/11/01 9:00:26 PM GMT+2","Так"," не воспринимаю серьезно ","","Так","не покупаю ","Ні","Так","Ні","Чоловіча","22-35 рік","",""
"2019/11/01 11:12:21 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Tekmar;Bakalland BA!;EatMe;Батончики Гранола","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Так","Так","Чоловіча","14-21 рік","","<4 тис.грн."
"2019/11/02 12:03:26 AM GMT+2","Так","Як перекус","Жодний з перелічених","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Киев","20-30 тис.грн"
